title,authors,first_publish_year,edition_count,subject_count,has_cover,is_available_online,genre,cover_id,ol_key,avg_rating,ratings_count,book_age,ratings_count_filled,avg_rating_filled,popularity_score,is_popular
Flatland,Edwin Abbott Abbott,1884.0,585,46,1,1,fiction,10069547.0,/works/OL118388W,3.9081632653061225,98.0,141.0,98.0,3.9081632653061225,19.22065306122449,1
His Last Bow [8 stories],Arthur Conan Doyle,1917.0,583,31,1,1,fiction,8243267.0,/works/OL262452W,4.133333333333334,30.0,108.0,30.0,4.133333333333334,19.713333333333335,1
The Castle of Otranto,Horace Walpole,1764.0,581,27,1,1,fiction,6468730.0,/works/OL183675W,3.3125,16.0,261.0,16.0,3.3125,16.346000000000004,0
The Story of the Amulet,Edith Nesbit,1905.0,578,28,1,1,fiction,13241470.0,/works/OL407476W,3.6666666666666665,9.0,120.0,9.0,3.6666666666666665,17.72066666666667,0
The Blithedale Romance,Nathaniel Hawthorne,1852.0,571,36,1,1,fiction,8245179.0,/works/OL455512W,4.333333333333333,3.0,173.0,3.0,4.333333333333333,20.351333333333336,1
Carmilla,Sheridan Le Fanu,1871.0,571,20,1,1,fiction,973851.0,/works/OL2895536W,3.9206349206349205,63.0,154.0,63.0,3.9206349206349205,19.060539682539684,1
Women in Love,D. H. Lawrence,1877.0,564,28,1,1,fiction,13140934.0,/works/OL81294W,3.5789473684210527,19.0,148.0,19.0,3.5789473684210527,17.429789473684213,0
The Turn of the Screw,Henry James,1898.0,563,44,1,1,fiction,181493.0,/works/OL276386W,3.697674418604651,43.0,127.0,43.0,3.697674418604651,18.048697674418605,0
The Invisible Man,H. G. Wells,0.0,563,47,1,1,fiction,6419199.0,/works/OL52266W,3.80188679245283,106.0,2025.0,106.0,3.80188679245283,18.84354716981132,1
The Complete Life and Adventures of Santa Claus,L. Frank Baum,1902.0,560,21,1,1,fiction,1979059.0,/works/OL262358W,4.25,4.0,123.0,4.0,4.25,20.024,1
King Henry VIII,William Shakespeare,1670.0,560,22,1,1,fiction,7897086.0,/works/OL361246W,3.25,4.0,355.0,4.0,3.25,16.024,0
The Tenant of Wildfell Hall,Anne Brontë,1847.0,558,27,1,1,fiction,1023552.0,/works/OL260101W,3.764705882352941,17.0,178.0,17.0,3.764705882352941,18.160823529411765,1
Ab urbe condita,Titus Livius,1481.0,558,38,1,1,fiction,6657951.0,/works/OL1261147W,4.25,8.0,544.0,8.0,4.25,20.048,1
Lorna Doone,R. D. Blackmore,1656.0,556,34,1,1,fiction,11673413.0,/works/OL3686133W,3.6666666666666665,3.0,369.0,3.0,3.6666666666666665,17.68466666666667,0
La chartreuse de Parme,Stendhal,1800.0,554,42,1,1,fiction,104382.0,/works/OL733285W,4.375,8.0,225.0,8.0,4.375,20.548,1
Heart of Darkness,Joseph Conrad,1899.0,552,87,1,1,fiction,12307847.0,/works/OL38663W,3.601503759398496,133.0,126.0,133.0,3.601503759398496,18.204015037593987,1
Pollyanna,"Eleanor Hodgman Porter, Porter, Neil Reed, Lee Giles",1912.0,552,43,1,1,fiction,902113.0,/works/OL2775807W,3.8636363636363638,22.0,113.0,22.0,3.8636363636363638,18.58654545454546,1
Also sprach Zarathustra,Friedrich Nietzsche,1883.0,550,28,1,1,fiction,1017466.0,/works/OL98130W,3.7,10.0,142.0,10.0,3.7,17.860000000000003,0
The Return of Sherlock Holmes,Arthur Conan Doyle,1903.0,545,105,1,1,fiction,9246467.0,/works/OL262477W,4.2727272727272725,33.0,122.0,33.0,4.2727272727272725,20.288909090909087,1
Alice's Adventures in Wonderland / Through the Looking Glass,Lewis Carroll,1889.0,544,128,1,1,fiction,8595966.0,/works/OL151411W,4.02,100.0,136.0,100.0,4.02,19.68,1
Adam Bede,"George Eliot, Robert Lewis Weed, Najam Saqib, Gordon Frederick Browne, David Case",1800.0,543,41,1,1,fiction,6379692.0,/works/OL20935W,3.25,4.0,225.0,4.0,3.25,16.024,0
The Pickwick Papers,Charles Dickens,1800.0,538,43,1,1,fiction,13130696.0,/works/OL8763776W,3.1666666666666665,6.0,225.0,6.0,3.1666666666666665,15.702666666666667,0
Shirley,Charlotte Brontë,1800.0,536,17,1,1,fiction,11024634.0,/works/OL1095397W,4.111111111111111,9.0,225.0,9.0,4.111111111111111,19.498444444444445,1
The Jungle Book,Rudyard Kipling,1893.0,536,66,1,1,fiction,3344204.0,/works/OL19870W,4.078947368421052,38.0,132.0,38.0,4.078947368421052,19.54378947368421,1
Nineteen Eighty-Four,George Orwell,1949.0,535,100,1,1,fiction,9267242.0,/works/OL1168083W,4.292191435768262,397.0,76.0,397.0,4.292191435768262,22.550765743073047,1
The Road to Oz,L. Frank Baum,1909.0,533,10,1,1,fiction,8243922.0,/works/OL262390W,3.375,8.0,116.0,8.0,3.375,16.548000000000002,0
The Murders in the Rue Morgue,Edgar Allan Poe,1841.0,532,18,1,1,fiction,11774455.0,/works/OL41072W,4.238095238095238,21.0,184.0,21.0,4.238095238095238,20.078380952380954,1
The Riddle of the Sands,Erskine Childers,1903.0,532,33,1,1,fiction,2293974.0,/works/OL23797W,3.75,4.0,122.0,4.0,3.75,18.024,0
Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,1893.0,530,69,1,1,fiction,9246429.0,/works/OL262463W,4.535714285714286,28.0,132.0,28.0,4.535714285714286,21.31085714285714,1
The Sea Fairies,L. Frank Baum,1911.0,528,8,1,1,fiction,1814237.0,/works/OL262384W,3.3333333333333335,3.0,114.0,3.0,3.3333333333333335,16.351333333333336,0
Les Misérables,Victor Hugo,1862.0,526,86,1,1,fiction,12721865.0,/works/OL1063588W,4.277777777777778,54.0,163.0,54.0,4.277777777777778,20.435111111111112,1
The Club of Queer Trades,Gilbert Keith Chesterton,1900.0,521,18,1,1,fiction,8242288.0,/works/OL76325W,3.230769230769231,13.0,125.0,13.0,3.230769230769231,16.001076923076923,0
Greenmantle,John Buchan,1915.0,521,29,1,1,fiction,93023.0,/works/OL76501W,3.769230769230769,13.0,110.0,13.0,3.769230769230769,18.154923076923076,1
To the Lighthouse,Virginia Woolf,1927.0,521,73,1,1,fiction,8231846.0,/works/OL39396W,3.7586206896551726,29.0,98.0,29.0,3.7586206896551726,18.208482758620693,1
Moonfleet,John Meade Falkner,1898.0,520,24,1,1,fiction,1118027.0,/works/OL1352097W,,0.0,127.0,0.0,4.0,19.0,1
"Villette, a novel",Charlotte Brontë,1853.0,519,42,1,1,fiction,5737854.0,/works/OL1095403W,3.4,5.0,172.0,5.0,3.4,16.63,0
Little men,Louisa May Alcott,1885.0,517,60,1,1,fiction,8043576.0,/works/OL17761452W,3.8421052631578947,19.0,140.0,19.0,3.8421052631578947,18.48242105263158,1
Lady Chatterley's Lover,D. H. Lawrence,1900.0,515,59,1,1,fiction,12983362.0,/works/OL81180W,3.0476190476190474,21.0,125.0,21.0,3.0476190476190474,15.316476190476191,0
Baum's American Fairy Tales,L. Frank Baum,1901.0,514,9,1,1,fiction,709869.0,/works/OL262341W,3.5,4.0,124.0,4.0,3.5,17.024,0
The Happy Prince and other tales,Oscar Wilde,1888.0,508,29,1,1,fiction,10608467.0,/works/OL8269770W,4.25,12.0,137.0,12.0,4.25,20.072000000000003,1
She,H. Rider Haggard,1886.0,506,36,1,1,fiction,295537.0,/works/OL17453W,3.8333333333333335,6.0,139.0,6.0,3.8333333333333335,18.369333333333337,1
The deerslayer,James Fenimore Cooper,1841.0,504,62,1,1,fiction,8237593.0,/works/OL77950W,4.0,5.0,184.0,5.0,4.0,19.03,1
The Scarecrow of Oz,L. Frank Baum,1915.0,503,12,1,1,fiction,431586.0,/works/OL262352W,3.4444444444444446,9.0,110.0,9.0,3.4444444444444446,16.83177777777778,0
Allan Quatermain,H. Rider Haggard,1887.0,499,19,1,1,fiction,830243.0,/works/OL17465W,4.0,4.0,138.0,4.0,4.0,19.024,1
Howards End,E. M. Forster,1910.0,498,57,1,1,fiction,8235207.0,/works/OL88881W,4.444444444444445,9.0,115.0,9.0,4.444444444444445,20.831777777777777,1
The Magic of Oz,L. Frank Baum,1919.0,495,24,1,1,fiction,5071176.0,/works/OL262380W,4.0,2.0,106.0,2.0,4.0,19.012,1
This Side of Paradise,F. Scott Fitzgerald,1920.0,495,47,1,1,fiction,8243609.0,/works/OL468488W,3.9411764705882355,17.0,105.0,17.0,3.9411764705882355,18.866705882352942,1
The Beautiful and Damned,F. Scott Fitzgerald,1920.0,495,41,1,1,fiction,7152019.0,/works/OL468362W,4.090909090909091,11.0,105.0,11.0,4.090909090909091,19.429636363636366,1
Winter's Tale,William Shakespeare,1735.0,494,48,1,1,fiction,7405847.0,/works/OL362687W,3.4615384615384617,13.0,290.0,13.0,3.4615384615384617,16.92415384615385,0
Metamorphoses,Ovid,1479.0,491,107,1,1,fiction,7212118.0,/works/OL15292640W,4.277777777777778,18.0,546.0,18.0,4.277777777777778,20.21911111111111,1
Tik-Tok of Oz,L. Frank Baum,1914.0,490,17,1,1,fiction,8243277.0,/works/OL18414W,2.5,2.0,111.0,2.0,2.5,13.012,0
Pericles,William Shakespeare,1609.0,490,33,1,1,fiction,7165070.0,/works/OL361665W,2.75,4.0,416.0,4.0,2.75,14.024000000000001,0
Rinkitink in Oz,L. Frank Baum,1916.0,488,9,1,1,fiction,765814.0,/works/OL262376W,4.0,4.0,109.0,4.0,4.0,19.024,1
The Princess and Curdie,George MacDonald,1832.0,487,19,1,1,fiction,14357835.0,/works/OL15448W,3.4,5.0,193.0,5.0,3.4,16.63,0
Lilith,George MacDonald,1895.0,480,16,1,1,fiction,14364546.0,/works/OL15437W,3.5,6.0,130.0,6.0,3.5,17.036,0
"Henry IV, Part 2",William Shakespeare,1600.0,480,31,1,1,fiction,7339581.0,/works/OL362697W,4.0,5.0,425.0,5.0,4.0,19.03,1
Ivanhoe,Sir Walter Scott,1800.0,480,50,1,1,fiction,314235.0,/works/OL863808W,3.533333333333333,15.0,225.0,15.0,3.533333333333333,17.223333333333333,0
The King in Yellow,Robert W. Chambers,1895.0,479,13,1,1,fiction,4752788.0,/works/OL8127201W,3.9375,16.0,130.0,16.0,3.9375,18.846000000000004,1
The Enchanted Castle,Edith Nesbit,1907.0,478,35,1,1,fiction,6644514.0,/works/OL99541W,4.181818181818182,11.0,118.0,11.0,4.181818181818182,19.79327272727273,1
Mrs. Dalloway,Virginia Woolf,1925.0,476,54,1,1,fiction,6397580.0,/works/OL39349W,3.64,50.0,100.0,50.0,3.64,17.860000000000003,0
The Book of Tea,"Okakura Kakuzō, Okakura Kakuzō, 高玮",1900.0,476,27,1,1,fiction,8245415.0,/works/OL7095112W,4.3076923076923075,13.0,125.0,13.0,4.3076923076923075,20.30876923076923,1
The Coral Island,"Robert Michael Ballantyne, Ralph Crane, George Dalziel, Edward Dalziel",1858.0,473,45,1,1,fiction,8242206.0,/works/OL2319934W,3.5,2.0,167.0,2.0,3.5,17.012000000000004,0
Cranford,Elizabeth Cleghorn Gaskell,1853.0,473,45,1,1,fiction,5188445.0,/works/OL1103093W,4.083333333333333,12.0,172.0,12.0,4.083333333333333,19.405333333333335,1
A history of New York,Washington Irving,1800.0,472,32,1,1,fiction,1991009.0,/works/OL63871W,5.0,1.0,225.0,1.0,5.0,23.005999999999997,1
Phantastes,George MacDonald,1850.0,472,16,1,1,fiction,14358814.0,/works/OL15450W,4.166666666666667,18.0,175.0,18.0,4.166666666666667,19.77466666666667,1
The House of Seven Gables Readalong,Nathaniel Hawthorne,1851.0,471,47,1,1,fiction,10956643.0,/works/OL455288W,3.5,6.0,174.0,6.0,3.5,17.036,0
L’étranger,Albert Camus,1942.0,468,60,1,1,fiction,13151269.0,/works/OL1230613W,4.082644628099174,121.0,83.0,121.0,4.082644628099174,20.056578512396698,1
Barchester Towers,Anthony Trollope,1815.0,467,42,1,1,fiction,1468666.0,/works/OL109724W,4.0,3.0,210.0,3.0,4.0,19.018,1
As You Like It,William Shakespeare,1734.0,467,65,1,1,fiction,7338874.0,/works/OL362698W,3.727272727272727,22.0,291.0,22.0,3.727272727272727,18.04109090909091,0
The Wisdom of Father Brown,Gilbert Keith Chesterton,1913.0,465,26,1,1,fiction,2598178.0,/works/OL76483W,4.5,4.0,112.0,4.0,4.5,21.023999999999997,1
Voyage Out,Virginia Woolf,1915.0,465,41,1,1,fiction,12621766.0,/works/OL27064817W,3.5,4.0,110.0,4.0,3.5,17.024,0
Ayesha,H. Rider Haggard,1900.0,463,14,1,1,fiction,12640128.0,/works/OL17440W,3.5,2.0,125.0,2.0,3.5,17.012000000000004,0
The White Company,Arthur Conan Doyle,1890.0,463,19,1,1,fiction,8244602.0,/works/OL262553W,4.0,6.0,135.0,6.0,4.0,19.036,1
Sister Carrie,Theodore Dreiser,1900.0,463,30,1,1,fiction,9330145.0,/works/OL100203W,3.2,5.0,125.0,5.0,3.2,15.830000000000002,0
The Hobbit,J.R.R. Tolkien,1937.0,462,93,1,1,fiction,14627509.0,/works/OL27482W,4.282786885245901,488.0,88.0,488.0,4.282786885245901,23.059147540983606,1
The Tin Woodman of Oz,L. Frank Baum,1918.0,461,11,1,1,fiction,755973.0,/works/OL262381W,3.375,8.0,107.0,8.0,3.375,16.548000000000002,0
The  man who would be king,Rudyard Kipling,1898.0,460,12,1,1,fiction,6021425.0,/works/OL20112W,3.5,6.0,127.0,6.0,3.5,17.036,0
The Alhambra,Washington Irving,1800.0,459,41,1,1,fiction,8237030.0,/works/OL63996W,4.142857142857143,7.0,225.0,7.0,4.142857142857143,19.613428571428575,1
The War of the Worlds,H. G. Wells,0.0,457,60,1,1,fiction,36314.0,/works/OL52114W,3.8176100628930816,159.0,2025.0,159.0,3.8176100628930816,19.22444025157233,1
A Princess of Mars,Edgar Rice Burroughs,1912.0,456,32,1,1,fiction,207226.0,/works/OL1418187W,3.893617021276596,47.0,113.0,47.0,3.893617021276596,18.856468085106386,1
Aeneis,Publius Vergilius Maro,1710.0,456,77,1,1,fiction,6968564.0,/works/OL16280231W,3.1666666666666665,6.0,315.0,6.0,3.1666666666666665,15.702666666666667,0
The Importance of Being Earnest,Oscar Wilde,1893.0,455,44,1,1,fiction,1260453.0,/works/OL27776452W,4.126984126984127,63.0,132.0,63.0,4.126984126984127,19.885936507936513,1
The Napoleon of Notting Hill,Gilbert Keith Chesterton,1904.0,454,15,1,1,fiction,6980094.0,/works/OL76473W,4.571428571428571,7.0,121.0,7.0,4.571428571428571,21.327714285714286,1
Glinda of Oz,L. Frank Baum,1920.0,454,27,1,1,fiction,758814.0,/works/OL262391W,3.0,4.0,105.0,4.0,3.0,15.024000000000001,0
Quo Vadis? Powieść z czasów Nerona,Henryk Sienkiewicz,1895.0,453,28,1,1,fiction,833096.0,/works/OL503424W,4.0,10.0,130.0,10.0,4.0,19.060000000000002,1
Orlando,Virginia Woolf,1928.0,452,46,1,1,fiction,3240273.0,/works/OL39360W,4.315789473684211,19.0,97.0,19.0,4.315789473684211,20.37715789473684,1
Babbitt,Sinclair Lewis,1922.0,451,40,1,1,fiction,6376827.0,/works/OL51148W,3.7777777777777777,9.0,103.0,9.0,3.7777777777777777,18.165111111111113,1
La dame aux camélias [novel],Alexandre Dumas fils,1848.0,451,30,1,1,fiction,14565226.0,/works/OL259509W,4.25,4.0,177.0,4.0,4.25,20.024,1
Confessions,Augustine of Hippo,1482.0,449,117,1,1,fiction,9022521.0,/works/OL137872W,4.454545454545454,22.0,543.0,22.0,4.454545454545454,20.950181818181818,1
Flower Fables,Louisa May Alcott,1854.0,448,16,1,1,fiction,755980.0,/works/OL30056W,5.0,1.0,171.0,1.0,5.0,23.005999999999997,1
The Heritage of the Desert,Zane Grey,1910.0,447,9,1,1,fiction,12046355.0,/works/OL485453W,,0.0,115.0,0.0,4.0,19.0,1
Inferno,Dante Alighieri,1767.0,446,94,1,1,fiction,6387077.0,/works/OL93227W,4.291666666666667,24.0,258.0,24.0,4.291666666666667,20.31066666666667,1
Emily of New Moon,Lucy Maud Montgomery,1923.0,445,8,1,1,fiction,14638065.0,/works/OL77781W,3.6666666666666665,9.0,102.0,9.0,3.6666666666666665,17.72066666666667,0
The Magic City,Edith Nesbit,1910.0,445,8,1,1,fiction,1673063.0,/works/OL99535W,3.3333333333333335,3.0,115.0,3.0,3.3333333333333335,16.351333333333336,0
The Chimes,"Charles Dickens, Richard Doyle, William Clarkson Stanfield, Sajad Hussain, Oscar Ellis, Michael Clay Thompson",1800.0,441,17,1,1,fiction,9284863.0,/works/OL14868619W,3.0,4.0,225.0,4.0,3.0,15.024000000000001,0
Peter Pan,J. M. Barrie,1911.0,441,63,1,1,fiction,8237052.0,/works/OL462007W,3.6,45.0,114.0,45.0,3.6,17.67,0
La père Goriot,Honoré de Balzac,1800.0,439,36,1,1,fiction,8237944.0,/works/OL85047W,4.166666666666667,12.0,225.0,12.0,4.166666666666667,19.73866666666667,1
The Phoenix and the Carpet,Edith Nesbit,1903.0,438,28,1,1,fiction,902122.0,/works/OL99539W,3.1,10.0,122.0,10.0,3.1,15.460000000000003,0
Mr. Standfast,John Buchan,1918.0,437,20,1,1,fiction,6962564.0,/works/OL76598W,4.363636363636363,11.0,107.0,11.0,4.363636363636363,20.520545454545452,1
Идиот,Фёдор Михайлович Достоевский,1874.0,436,47,1,1,fiction,11226648.0,/works/OL166925W,4.146341463414634,41.0,151.0,41.0,4.146341463414634,19.83136585365854,1
The History of Tom Jones,Henry Fielding,1749.0,435,53,1,1,fiction,12968864.0,/works/OL45623W,3.3333333333333335,3.0,276.0,3.0,3.3333333333333335,16.351333333333336,0
Idle Thoughts of an Idle Fellow,Jerome Klapka Jérôme,1880.0,433,10,1,1,fiction,8243128.0,/works/OL1793135W,3.6,5.0,145.0,5.0,3.6,17.43,0
Metamorphoses,"Lucius Apuleius, William Adlington, Lucio Apuleyo",1500.0,432,53,1,1,fiction,6596872.0,/works/OL658250W,4.2,10.0,525.0,10.0,4.2,19.860000000000003,1
The Portrait of a Lady,Henry James,1881.0,432,73,1,1,fiction,3352367.0,/works/OL276365W,3.9565217391304346,23.0,144.0,23.0,3.9565217391304346,18.96408695652174,1
The Great God Pan,Arthur Machen,1894.0,431,21,1,1,fiction,921610.0,/works/OL3388961W,3.5121951219512195,41.0,131.0,41.0,3.5121951219512195,17.29478048780488,0
Le avventure di Pinocchio,Carlo Collodi,1883.0,431,58,1,1,fiction,8597022.0,/works/OL1527356W,3.875,24.0,142.0,24.0,3.875,18.644000000000002,1
The Last Man,Mary Shelley,1826.0,430,15,1,1,fiction,882662.0,/works/OL450124W,3.5,8.0,199.0,8.0,3.5,17.048000000000002,0
Two Gentlemen of Verona,William Shakespeare,1632.0,429,43,1,1,fiction,8791306.0,/works/OL362671W,3.0,5.0,393.0,5.0,3.0,15.030000000000001,0
The Pathfinder,James Fenimore Cooper,1800.0,427,38,1,1,fiction,8980913.0,/works/OL78009W,4.166666666666667,6.0,225.0,6.0,4.166666666666667,19.70266666666667,1
Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,1872.0,426,90,1,1,fiction,6976035.0,/works/OL1100007W,3.977272727272727,88.0,153.0,88.0,3.977272727272727,19.43709090909091,1
"The Norsemen in the West, or, America before Columbus",Robert Michael Ballantyne,1872.0,425,14,1,1,fiction,1803304.0,/works/OL2320039W,,0.0,153.0,0.0,4.0,19.0,1
Jude the Obscure,Thomas Hardy,1895.0,425,104,1,1,fiction,12973053.0,/works/OL44986W,3.909090909090909,11.0,130.0,11.0,3.909090909090909,18.702363636363636,1
"Under the Greenwood Tree or, The Mellstock quire",Thomas Hardy,1872.0,425,36,1,1,fiction,902186.0,/works/OL44973W,3.5,4.0,153.0,4.0,3.5,17.024,0
The Golden Age,"Kenneth Grahame, Ernest H. Shepard",1879.0,422,16,1,1,fiction,6330294.0,/works/OL69603W,4.4,5.0,146.0,5.0,4.4,20.630000000000003,1
De la démocratie en Amérique,"Alexis de Tocqueville, Gustave de Beaumont",1835.0,422,90,1,1,fiction,45979.0,/works/OL278001W,4.666666666666667,3.0,190.0,3.0,4.666666666666667,21.68466666666667,1
The warlord of Mars #3,Edgar Rice Burroughs,1914.0,420,37,1,1,fiction,207141.0,/works/OL1418137W,4.5,8.0,111.0,8.0,4.5,21.048000000000002,1
Bleak House,Charles Dickens,1850.0,418,50,1,1,fiction,9279273.0,/works/OL14868510W,3.823529411764706,17.0,175.0,17.0,3.823529411764706,18.396117647058826,1
Tanglewood Tales,Nathaniel Hawthorne,1853.0,418,22,1,1,fiction,8243662.0,/works/OL455476W,3.8,10.0,172.0,10.0,3.8,18.26,1
Basil,Wilkie Collins,1852.0,417,17,1,1,fiction,12968342.0,/works/OL176086W,4.75,4.0,173.0,4.0,4.75,22.024,1
Princesse de Clèves,"Madame de La Fayette, Everett Carll Ladd, Ann Gostyn Serow, Thomas Sergeant Perry, François duc de La Rochefoucauld, Jean Mesnard, Jérôme Lecompte, H. Ashton, Robin Buss, Duas Duas Columnas, M. Philippe Ballin, Selina Hastings, Nancy Mitford, Alba Longa, Rostand Breck, Leonard Tancock, Jérémy Lasseaux, Li yu min, Josep Antoni Grimalt Gomila, Emma Calatayud, Nicole d'Amonville Alegría, Yvonne Jocks, Thomas Perry, Jules Garnier, A. Lamotte",1678.0,417,51,1,1,fiction,119470.0,/works/OL1244914W,4.25,4.0,347.0,4.0,4.25,20.024,1
The Mysterious Rider,Zane Grey,1921.0,415,16,1,1,fiction,2011171.0,/works/OL485697W,4.0,1.0,104.0,1.0,4.0,19.006,1
Игрокъ,Фёдор Михайлович Достоевский,1866.0,412,16,1,1,fiction,3293339.0,/works/OL166923W,3.7142857142857144,7.0,159.0,7.0,3.7142857142857144,17.89914285714286,0
The Souls of Black Folk,W. E. B. Du Bois,1903.0,412,53,1,1,fiction,6564090.0,/works/OL28577W,4.111111111111111,9.0,122.0,9.0,4.111111111111111,19.498444444444445,1
The Song of the Lark,Willa Cather,1915.0,409,34,1,1,fiction,6728038.0,/works/OL12831W,3.75,4.0,110.0,4.0,3.75,18.024,0
Roughing It,Mark Twain,1872.0,408,33,1,1,fiction,9165528.0,/works/OL54059W,4.166666666666667,6.0,153.0,6.0,4.166666666666667,19.70266666666667,1
Mosses from an Old Manse,Nathaniel Hawthorne,1846.0,407,11,1,1,fiction,9263396.0,/works/OL455350W,,0.0,179.0,0.0,4.0,19.0,1
Of Human Bondage,William Somerset Maugham,1915.0,407,27,1,1,fiction,5277723.0,/works/OL505781W,4.166666666666667,12.0,110.0,12.0,4.166666666666667,19.73866666666667,1
Burning Daylight,Jack London,1910.0,405,11,1,1,fiction,8245391.0,/works/OL144821W,4.333333333333333,3.0,115.0,3.0,4.333333333333333,20.351333333333336,1
Timon of Athens,William Shakespeare,1734.0,404,22,1,1,fiction,7329261.0,/works/OL362223W,3.3333333333333335,3.0,291.0,3.0,3.3333333333333335,16.351333333333336,0
Le rouge et le noir,Stendhal,1830.0,404,51,1,1,fiction,8231413.0,/works/OL733640W,3.8823529411764706,17.0,195.0,17.0,3.8823529411764706,18.631411764705884,1
Much Ado About Nothing,William Shakespeare,1600.0,401,64,1,1,fiction,8290853.0,/works/OL362691W,4.2727272727272725,11.0,425.0,11.0,4.2727272727272725,20.15690909090909,1
La tulipe noire,Alexandre Dumas,1800.0,399,24,1,1,fiction,14565101.0,/works/OL36854W,4.0,5.0,225.0,5.0,4.0,19.03,1
The Prairie,James Fenimore Cooper,1800.0,399,25,1,1,fiction,5578106.0,/works/OL77970W,5.0,3.0,225.0,3.0,5.0,23.017999999999997,1
Harry Potter and the Philosopher's Stone,J. K. Rowling,1997.0,398,108,1,1,fiction,15155833.0,/works/OL82563W,4.218970736629667,991.0,28.0,991.0,4.218970736629667,22.87588294651867,1
The moon and sixpence,William Somerset Maugham,1919.0,397,22,1,1,fiction,314604.0,/works/OL505740W,4.777777777777778,9.0,106.0,9.0,4.777777777777778,22.16511111111111,1
